country_name,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140
12.0,1.4841666666666666,-4.0,1.5916666666666666,1.5141666666666667,1.0533333333333332,1.7175,1.6816666666666666,2.4883333333333333,1.9366666666666668,1.6433333333333333,6.401666666666666,5.101666666666667,2.035,5.940833333333333,5.304166666666666,3.3408333333333333,3.11,3.8658333333333332,5.114166666666667,1.1516666666666666,2.215,2.2241666666666666,3.1475,2.8158333333333334,2.66,1.6575,1.9916666666666667,2.4125,2.3116666666666665,1.8225,2.098333333333333,2.0241666666666664,2.1141666666666667,2.2108333333333334,2.0083333333333333,2.09,1.9708333333333334,1.9883333333333333,1.8558333333333332,1.7675,1.9875,1.98,2.105,1.7808333333333333,1.795,1.1125,4.525,3.950833333333333,6.791666666666667,6.081666666666667,2.9141666666666666,5.58,5.469166666666666,4.699166666666667,6.1525,7.424166666666666
31.0,1.3333333333333333,1.1506986027944113,1.9171656686626746,1.9141716566866267,1.6007984031936129,2.378243512974052,2.090818363273453,2.758483033932136,2.007984031936128,1.9970059880239521,7.273453093812376,5.365269461077844,5.902195608782435,5.888223552894211,5.12375249500998,5.144710578842315,4.282435129740519,6.465069860279441,7.0359281437125745,1.4540918163672654,2.4660678642714573,2.524950099800399,3.463073852295409,2.7015968063872258,2.759481037924152,2.720558882235529,1.9740518962075848,2.6027944111776447,2.36626746506986,2.693612774451098,2.348303393213573,2.3862275449101795,1.8233532934131738,2.6726546906187623,2.230538922155689,2.280439121756487,2.1956087824351296,2.4451097804391217,2.3612774451097804,2.6397205588822357,2.5728542914171655,2.6776447105788423,2.7934131736526946,2.1057884231536925,3.100798403193613,1.7295409181636727,6.812375249500998,3.643712574850299,7.418163672654691,7.5119760479041915,4.315369261477046,7.362275449101796,6.73253493013972,5.790419161676646,7.027944111776447,8.036926147704591
32.0,2.5116504854368933,1.7912621359223302,2.225242718446602,1.4805825242718447,1.8844660194174758,-4.0,2.724271844660194,3.029126213592233,2.892233009708738,2.1990291262135924,7.192233009708738,5.232038834951457,3.9902912621359223,4.425242718446602,5.4495145631067965,4.479611650485437,4.3330097087378645,3.9,5.302912621359224,1.0776699029126213,2.071844660194175,1.862135922330097,2.876699029126214,2.0475728155339805,2.079611650485437,2.5174757281553397,2.79126213592233,2.5990291262135923,2.741747572815534,2.987378640776699,3.0106796116504855,3.0728155339805827,2.812621359223301,3.036893203883495,2.8106796116504853,2.9815533980582525,2.029126213592233,2.681553398058252,2.8019417475728154,2.012621359223301,1.9533980582524273,2.041747572815534,2.179611650485437,2.0757281553398057,3.123300970873786,1.3223300970873786,5.505825242718447,3.499029126213592,8.362135922330097,6.800970873786408,2.8611650485436892,6.836893203883495,6.106796116504855,6.023300970873787,8.410679611650485,8.540776699029125
36.0,2.5714285714285716,1.7711577522004063,2.5138794854434665,1.7014218009478672,2.080568720379147,2.904536222071767,2.863913337846987,3.3622207176709544,3.132024373730535,2.1252538930264047,7.687203791469194,6.377792823290454,5.058903182125931,4.595802301963439,4.5809072444143535,5.597156398104265,3.147596479350034,3.5619498984427893,6.032498307379824,1.154366960054164,2.022342586323629,1.5084631008801626,2.4705484089370344,2.1286391333784698,2.1130670277589707,2.708192281651997,1.7562626946513202,2.9140148950575493,2.851726472579553,2.815165876777251,1.813134732566012,2.1916046039268786,2.7386594448205823,2.988490182802979,2.678402166553825,2.4651320243737307,1.9228165199729181,2.4055517941773865,2.5714285714285716,2.3006093432633716,2.1936357481381177,2.071767095463778,3.044685172647258,2.4976303317535544,3.4434664861205144,1.3581584292484767,5.830060934326337,2.123222748815166,8.728503723764387,6.085985104942451,2.920785375761679,7.398781313473257,3.5172647257955316,4.869329722410291,8.79011509817197,8.878808395396073
51.0,1.8063636363636364,1.27,2.0345454545454547,1.8381818181818181,1.5745454545454545,2.3127272727272725,2.1436363636363636,2.9854545454545454,2.2572727272727273,2.3127272727272725,6.079090909090909,4.817272727272727,2.8954545454545455,5.657272727272727,5.9790909090909095,2.942727272727273,3.1672727272727275,3.790909090909091,5.7281818181818185,0.9918181818181818,2.1454545454545455,2.036363636363636,3.152727272727273,3.12,2.7663636363636366,1.7372727272727273,1.5372727272727273,2.7836363636363637,2.769090909090909,2.0272727272727273,2.678181818181818,2.752727272727273,2.650909090909091,2.8954545454545455,2.840909090909091,2.559090909090909,2.159090909090909,2.1036363636363635,2.1863636363636365,1.8436363636363637,1.769090909090909,1.8936363636363636,1.8754545454545455,1.8790909090909091,2.2936363636363635,1.269090909090909,6.96,2.6981818181818182,8.037272727272727,7.803636363636364,3.6245454545454545,6.9363636363636365,5.560909090909091,6.454545454545454,7.498181818181818,8.191818181818181
76.0,2.553835800807537,1.386271870794078,2.107671601615074,1.3142664872139973,1.6096904441453566,2.2510094212651413,2.673620457604307,3.1500672947510093,2.8048452220726783,2.462314939434724,7.55921938088829,4.710632570659489,4.062584118438762,4.950874831763122,5.043741588156124,3.9246298788694483,3.4851951547779274,4.128532974427995,7.281965006729475,1.3835800807537013,2.5370121130551815,2.462314939434724,3.3485868102288023,2.433378196500673,2.827052489905787,2.1500672947510093,2.1574697173620456,2.684387617765814,2.8075370121130554,2.6339165545087484,2.765814266487214,2.617092866756393,2.810228802153432,3.3687752355316287,3.1951547779273217,2.6096904441453566,2.005383580080754,2.3432032301480485,2.59421265141319,2.224764468371467,2.131897711978466,2.2584118438761775,2.0040376850605655,1.705921938088829,2.5107671601615076,1.714670255720054,4.040376850605653,3.4313593539703904,7.746971736204576,6.950201884253028,4.32907133243607,6.990578734858681,5.31157469717362,4.806864064602961,8.113728129205922,7.703230148048452
112.0,2.013029315960912,1.3407166123778502,1.9446254071661238,1.41628664495114,1.8938110749185668,2.7843648208469056,2.121172638436482,3.021498371335505,2.3667752442996743,1.7172638436482084,6.2,5.654071661237785,5.170032573289903,4.86514657980456,4.981758957654723,3.8977198697068403,3.9713355048859933,4.484039087947883,5.86514657980456,1.1289902280130293,2.1960912052117263,2.0104234527687295,3.034527687296417,2.672312703583062,2.670358306188925,2.0267100977198695,2.0586319218241043,2.7107491856677526,2.586970684039088,2.583061889250814,2.468403908794788,2.429315960912052,2.4019543973941366,2.7550488599348535,2.521172638436482,2.2599348534201953,2.0729641693811076,2.4110749185667752,2.467100977198697,2.2397394136807818,2.3433224755700324,2.2742671009771986,2.489902280130293,2.3172638436482083,3.3954397394136806,1.8319218241042345,5.697068403908795,3.8664495114006514,7.792182410423453,6.770684039087948,4.330293159609121,7.32442996742671,6.147882736156352,5.29185667752443,7.406514657980456,7.446905537459283
152.0,2.348,1.422,1.867,1.288,1.74,2.545,2.789,2.954,2.839,2.32,7.116,5.264,3.195,3.425,6.238,4.134,3.969,4.712,5.81,1.151,2.165,2.011,2.734,2.049,2.116,2.339,2.39,2.432,2.38,2.314,2.207,2.889,2.799,3.141,2.927,2.743,2.238,2.787,2.735,2.122,1.927,2.058,2.4,2.149,2.968,1.359,6.382,3.274,8.441,7.207,2.807,5.946,6.506,6.93,8.131,8.364
156.0,1.7795652173913044,1.1856521739130435,1.9078260869565218,1.4186956521739131,1.8004347826086957,2.0943478260869566,2.037391304347826,2.4982608695652173,2.108260869565217,1.722608695652174,6.6347826086956525,6.254347826086956,-4.0,3.993913043478261,4.710434782608695,4.153043478260869,3.235217391304348,3.284782608695652,5.664347826086956,0.9295652173913044,1.6821739130434783,1.6717391304347826,2.4904347826086957,0.18304347826086956,0.6004347826086956,1.6734782608695653,1.391304347826087,1.6543478260869566,1.72,0.9821739130434782,1.73,1.5665217391304347,1.3808695652173912,1.4273913043478261,1.432608695652174,1.4921739130434784,1.4043478260869566,1.5178260869565217,1.4678260869565218,1.1121739130434782,0.9808695652173913,1.037391304347826,1.6017391304347826,1.6,2.027391304347826,1.0643478260869565,6.056956521739131,1.7821739130434782,5.953043478260869,6.808695652173913,3.128260869565217,6.916086956521739,6.459130434782609,4.958260869565217,7.349565217391304,7.4082608695652175
158.0,1.9668820678513732,1.118739903069467,2.2924071082390953,1.2697899838449112,1.7827140549273022,2.763327948303716,2.5694668820678515,2.861873990306947,2.659935379644588,1.925686591276252,7.241518578352181,6.550888529886914,4.097738287560581,5.575121163166397,4.577544426494346,5.07108239095315,3.107431340872375,3.7237479806138936,6.953150242326333,1.1655896607431342,2.044426494345719,1.7552504038772214,2.726978998384491,2.232633279483037,2.3053311793214863,1.998384491114701,2.2164781906300486,2.5686591276252018,2.5864297253634896,1.9588045234248788,2.172859450726979,2.2924071082390953,2.4079159935379644,2.6550888529886914,2.601777059773829,2.1865912762520194,1.8877221324717286,1.951534733441034,1.8925686591276252,1.8739903069466881,1.734248788368336,1.8368336025848142,1.8376413570274637,1.9846526655896608,2.8634894991922457,1.5936995153473343,6.317447495961228,2.7205169628432957,8.188206785137318,6.941033925686591,2.621163166397415,7.541195476575121,5.946688206785137,4.861873990306947,8.006462035541196,8.552504038772213
