,12.0,31.0,32.0,36.0,51.0,76.0,112.0,152.0,156.0,158.0,170.0,196.0,218.0,233.0,268.0,275.0,276.0,288.0,332.0,344.0,356.0,368.0,392.0,398.0,400.0,410.0,414.0,417.0,422.0,434.0,458.0,484.0,504.0,528.0,554.0,566.0,586.0,604.0,608.0,616.0,634.0,642.0,643.0,646.0,702.0,705.0,710.0,716.0,724.0,752.0,764.0,780.0,788.0,792.0,804.0,818.0,840.0,858.0,860.0,887.0
V45,1.4841666666666666,1.3333333333333333,2.5116504854368933,2.5714285714285716,1.8063636363636364,2.553835800807537,2.013029315960912,2.348,1.7795652173913044,1.9668820678513732,2.417989417989418,2.26,2.3402662229617306,2.33529028049576,1.975873544093178,1.53,2.4780058651026393,1.969716494845361,1.9549098196392785,2.126,1.4649337910740559,1.5033333333333334,1.641424478100696,1.842,1.325,1.94,1.5003837298541827,1.7846666666666666,1.9216666666666666,1.4293758798686063,1.613076923076923,2.532,1.6091666666666666,2.526813880126183,2.6064209274673007,1.610574189880614,1.4608333333333334,2.3545454545454545,1.6233333333333333,2.2360248447204967,1.5311320754716982,1.872255489021956,2.0148,1.9273084479371316,2.084685598377282,2.657623947614593,2.1611441517983576,2.243333333333333,2.581160639192599,2.89469320066335,2.066666666666667,2.3063063063063063,1.3809128630705394,1.6529595015576324,2.002,1.2284963887065004,2.5954301075268815,2.346,1.6013333333333333,1.318
V46,-4.0,1.1506986027944113,1.7912621359223302,1.7711577522004063,1.27,1.386271870794078,1.3407166123778502,1.422,1.1856521739130435,1.118739903069467,1.2962962962962963,1.454,1.4168053244592347,1.2759295499021526,1.223793677204659,-4.0,1.8885630498533725,1.2860824742268042,1.4318637274549098,1.221,1.1395291809710641,-4.0,1.1870650839132215,1.308,1.1008333333333333,1.34,1.4881043745203377,1.5773333333333333,-4.0,1.1586109807602065,1.1323076923076922,1.608,1.035,1.8070452155625658,1.6373365041617123,1.4070494599204093,1.4591666666666667,1.3132231404958679,1.2641666666666667,1.3871635610766047,1.2160377358490566,1.3240186294078509,1.3268,1.6797642436149312,1.411764705882353,1.4275023386342376,1.6680826961200792,1.4086666666666667,1.656013456686291,2.5638474295190714,1.5608333333333333,1.2472472472472473,-4.0,1.5713395638629284,1.2873333333333334,1.1864740643466842,1.6653225806451613,1.413,1.71,1.134
V47,1.5916666666666666,1.9171656686626746,2.225242718446602,2.5138794854434665,2.0345454545454547,2.107671601615074,1.9446254071661238,1.867,1.9078260869565218,2.2924071082390953,1.92989417989418,2.228,2.024126455906822,2.0058708414872797,2.153078202995008,1.815,2.352394916911046,1.7731958762886597,1.594689378757515,2.089,1.622854340362923,1.9975,1.260335652885796,2.1006666666666667,1.7291666666666667,2.1375,1.8380660015349195,1.9473333333333334,1.8308333333333333,1.8202721726888784,2.0876923076923077,1.9705,1.3333333333333333,2.4558359621451102,2.380499405469679,1.755542922114838,1.8166666666666667,2.0330578512396693,2.1875,2.398550724637681,2.1745283018867925,2.191616766467066,1.9736,2.0275049115913557,2.1364097363083165,2.3395696913002806,1.8838855848201643,1.7933333333333332,2.441547518923465,2.5107794361525704,2.265,1.83983983983984,1.7560165975103734,1.7651090342679128,2.06,1.820091923834537,2.434587813620072,2.142,1.584,1.547
V48,1.5141666666666667,1.9141716566866267,1.4805825242718447,1.7014218009478672,1.8381818181818181,1.3142664872139973,1.41628664495114,1.288,1.4186956521739131,1.2697899838449112,1.3604497354497354,1.549,1.6863560732113145,1.3228962818003913,1.43261231281198,1.747,1.2991202346041055,1.6978092783505154,1.466432865731463,1.539,1.1596370769985287,1.8175,1.190749079001228,1.55,1.7141666666666666,1.5325,1.674597083653108,1.754,1.5408333333333333,1.6095729704364148,1.32,1.618,1.375,1.3054679284963198,1.72294887039239,1.6367254121660033,1.9408333333333334,1.4181818181818182,1.5583333333333333,1.3633540372670807,1.6830188679245284,1.296074517631404,1.4752,1.8375900458415193,1.6546653144016228,1.4639850327408794,1.5811384876805437,1.8353333333333333,1.4129520605550883,1.7097844112769487,1.6758333333333333,1.3753753753753755,1.5485477178423237,1.4186915887850466,1.3713333333333333,1.6526592252133947,1.7056451612903225,1.285,1.634,1.517
V49,1.0533333333333332,1.6007984031936129,1.8844660194174758,2.080568720379147,1.5745454545454545,1.6096904441453566,1.8938110749185668,1.74,1.8004347826086957,1.7827140549273022,1.6474867724867726,1.612,1.2945091514143094,1.8623613829093282,1.5424292845257903,1.371,1.5464320625610948,1.2673969072164948,1.5576152304609219,2.188,1.2658165767533105,1.345,1.2275890298812935,1.5873333333333333,1.1958333333333333,1.8833333333333333,1.2624712202609363,1.314,1.6466666666666667,1.1248240262787423,1.3353846153846154,1.561,1.2108333333333334,2.045741324921136,1.9678953626634959,1.236498010233087,1.3316666666666668,1.487603305785124,1.3941666666666668,1.6273291925465838,1.0556603773584905,1.605455755156354,1.35,1.627373935821873,1.8275862068965518,1.9111318989710009,1.539790427640895,1.2966666666666666,1.849453322119428,2.199004975124378,1.4758333333333333,1.4884884884884886,1.0896265560165974,1.3757009345794393,1.8966666666666667,1.3289560078791858,2.014784946236559,1.994,1.1133333333333333,1.18
V50,1.7175,2.378243512974052,-4.0,2.904536222071767,2.3127272727272725,2.2510094212651413,2.7843648208469056,2.545,2.0943478260869566,2.763327948303716,2.5502645502645502,2.723,2.1638935108153077,2.8199608610567513,2.043261231281198,1.799,2.86950146627566,2.8092783505154637,2.6422845691382766,2.249,1.6503187837175086,2.0575,1.7306590257879657,2.6326666666666667,1.5483333333333333,2.4425,1.88871834228703,2.6326666666666667,2.0316666666666667,1.9267949319568278,2.943076923076923,2.5355,1.7516666666666667,2.8191377497371186,2.417360285374554,2.640704945992041,2.0366666666666666,2.471900826446281,2.4883333333333333,2.093167701863354,1.7811320754716982,2.5981370592149036,2.406,2.6430910281597906,2.597870182555781,2.744621141253508,2.345511186632682,2.8413333333333335,2.6206896551724137,2.6782752902155886,1.9583333333333333,2.5295295295295297,1.7609958506224066,2.1526479750778815,2.6493333333333333,2.10177281680893,2.8270609318996414,2.329,2.7866666666666666,1.628
V51,1.6816666666666666,2.090818363273453,2.724271844660194,2.863913337846987,2.1436363636363636,2.673620457604307,2.121172638436482,2.789,2.037391304347826,2.5694668820678515,2.757275132275132,2.705,2.9034941763727122,2.377038486627528,2.084026622296173,1.652,3.0718475073313782,1.8324742268041236,2.784569138276553,2.639,1.8852378616969103,1.7416666666666667,1.3393368808841588,2.1926666666666668,1.6083333333333334,2.57,1.6116653875671527,2.1886666666666668,2.1975,1.672454246832473,2.0892307692307694,2.883,1.4766666666666666,2.661409043112513,2.577883472057075,1.8612848209209778,1.8208333333333333,2.81900826446281,2.2183333333333333,2.232919254658385,1.5547169811320756,2.2807717897538256,2.084,2.498362802881467,2.5349898580121706,2.767072029934518,2.2990654205607477,2.3093333333333335,2.9259882253994953,3.1674958540630183,2.3558333333333334,2.5285285285285286,1.7012448132780082,1.9757009345794392,2.394,1.598161523309258,2.9789426523297493,3.031,1.6546666666666667,1.51
V52,2.4883333333333333,2.758483033932136,3.029126213592233,3.3622207176709544,2.9854545454545454,3.1500672947510093,3.021498371335505,2.954,2.4982608695652173,2.861873990306947,3.197089947089947,3.308,3.0083194675540765,3.1043705153294194,3.1505823627287852,2.862,3.3162267839687196,2.952963917525773,2.1833667334669338,2.837,2.317312408043158,2.845833333333333,1.8047482603356528,3.0033333333333334,2.8891666666666667,3.0275,2.5349194167306215,2.5986666666666665,2.7908333333333335,2.666823087752229,2.579230769230769,2.944,2.6708333333333334,3.2308096740273395,3.1010701545778834,2.5565662308129617,2.2675,2.9487603305785126,2.565,2.880952380952381,2.8132075471698115,2.92814371257485,2.6928,2.7256057629338573,2.913793103448276,3.0636108512628626,2.727839139054092,3.1346666666666665,3.131202691337258,3.5074626865671643,2.835,3.4204204204204203,2.895435684647303,2.812461059190031,3.046666666666667,2.6933683519369667,3.274641577060932,3.028,2.3986666666666667,2.357
V53,1.9366666666666668,2.007984031936128,2.892233009708738,3.132024373730535,2.2572727272727273,2.8048452220726783,2.3667752442996743,2.839,2.108260869565217,2.659935379644588,2.9794973544973544,2.785,3.0274542429284526,2.574037834311807,2.2104825291181363,2.098,3.0146627565982405,2.1507731958762886,2.124248496993988,2.701,1.792545365375184,2.0475,1.4903806794924273,2.414,1.91,2.6633333333333336,1.980046047582502,2.3433333333333333,2.495833333333333,1.8235570154856875,2.3384615384615386,2.962,1.585,2.816508937960042,2.618311533888228,2.0415008527572485,1.8175,2.871074380165289,2.4675,2.522774327122153,2.129245283018868,2.554224883566201,2.1548,2.524557956777996,2.682555780933063,2.812909260991581,2.43387142452563,2.550666666666667,2.9537426408746845,3.3225538971807627,2.705,2.8568568568568566,2.0182572614107883,2.1264797507788162,2.5326666666666666,1.746552856204859,3.1052867383512543,2.809,1.8846666666666667,1.787
